ID,Annotation,Gene_name,Genome_ACC,ORF,Start,Stop,Strand
cg0660,hypothetical protein,0,BX927147,cg0660,580917.0,581222.0,-
cg0661,"hypothetical protein, conserved",0,BX927147,cg0661,581407.0,582666.0,+
cg0662,"putative FAD/FMN-containing dehydrogenase, conserved",0,BX927147,cg0662,582685.0,584232.0,+
cg0663,cyclopropane-fatty-acyl-phospholipid syntase,cma,BX927147,cg0663,584344.0,585624.0,+
cg0664,putative membrane protein,0,BX927147,cg0664,585824.0,586252.0,+
cg0665,putative serine protease,0,BX927147,cg0665,586397.0,587641.0,-
cg0666,putative membrane protein,0,BX927147,cg0666,587643.0,589025.0,-
cg0668,"putative membrane protein, segregation ATPase FtsK/SpoIIIE-family, conserved",0,BX927147,cg0668,589240.0,592866.0,+
cg0669,"hypothetical protein, conserved",0,BX927147,cg0669,592863.0,593765.0,+
cg0671,"hypothetical protein, conserved",0,BX927147,cg0671,593936.0,594262.0,+
cg0672,"hypothetical protein, conserved",0,BX927147,cg0672,594294.0,594584.0,+
cg0673,50S ribosomal protein L13,rplM,BX927147,cg0673,594940.0,595383.0,+
cg0674,30S ribosomal protein S9,rpsI,BX927147,cg0674,595383.0,595931.0,+
cg0675,phosphoglucosamine mutase (EC:5.4.2.8),mrsA,BX927147,cg0675,596110.0,597453.0,+
cg0676,"hypothetical protein, conserved",0,BX927147,cg0676,597893.0,598198.0,+
cg0678,"hypothetical protein, conserved",0,BX927147,cg0678,598195.0,599706.0,+
cg0679,"hypothetical protein, conserved",0,BX927147,cg0679,599760.0,599936.0,+
cg0680,"hypothetical protein, conserved",0,BX927147,cg0680,600020.0,600877.0,-
cg0681,"alanine racemase (EC:5.1.1.1), deletion causes d-alanine auxotrophy ",alr,BX927147,cg0681,600972.0,602057.0,+
cg0682,"putative ATPase or kinase, P-loop hydrolase, UPF0079-family",0,BX927147,cg0682,602081.0,602578.0,+
cg0683,putative permease,0,BX927147,cg0683,602812.0,604413.0,+
cg0684,prolyl aminopeptidase A (EC: 3.4.11.5),papA,BX927147,cg0684,604471.0,605712.0,+
cg0685,"putative molecular chaperone, homolog of metal-dependent protease",0,BX927147,cg0685,605719.0,606396.0,+
cg0686,"putative acetyltransferase, GNAT-family",0,BX927147,cg0686,606393.0,606902.0,+
cg0687,putative O-sialoglycoprotein endopeptidase (EC:3.4.24.57),gcp,BX927147,cg0687,606906.0,607940.0,+
cg0688,"putative protein, conserved, UPF0031-family",0,BX927147,cg0688,607959.0,609683.0,+
cg0689,hypothetical protein,0,BX927147,cg0689,609757.0,610179.0,+
cg0690,chaperonin 10 Kd subunit,groES,BX927147,cg0690,610349.0,610648.0,+
cg0691,"60 KDA chaperonin, (protein CPN60 HSP60-) N-terminal fragment, putative pseudogene ",groEL,BX927147,cg0691,610660.0,611034.0,+
cg0692,transposase,tnp1c,BX927147,cg0692,611123.0,612433.0,+
cg0693,"60 KDA chaperonin, (protein CPN60 GroEl) C-terminal fragment, putative pseudogene ",groEL,BX927147,cg0693,612457.0,613737.0,+
cg0695,"regulator involved in oxidative stress response, WhiB homolg",whcB (whiB3),BX927147,cg0695,613876.0,614175.0,-
cg0696,"RNA polymerase ?70 factor, ECF-family",sigD,BX927147,cg0696,614617.0,615183.0,+
cg0697,"hypothetical protein, conserved",0,BX927147,cg0697,615183.0,616211.0,+
cg0698,"hypothetical protein, conserved",0,BX927147,cg0698,616261.0,616641.0,-
cg0699,"inositol-5-monophosphate dehydrogenase no. 2 (EC:1.1.1.205), essential for sugar uptake",guaB2,BX927147,cg0699,616797.0,618317.0,+
cg0700,inositol-5-monophosphate dehydrogenase no. 3,guaB3,BX927147,cg0700,618434.0,619558.0,+
cg0701,putative drug/metabolite transporter DMT superfamily,0,BX927147,cg0701,619551.0,620456.0,-
cg0702,"LysR-family regulator, activates cg0701 in response to serine",0,BX927147,cg0702,620547.0,621458.0,+
cg0703,bifunctional GMP synthase/glutamine amidotransferase protein EC:6.3.5.2,guaA,BX927147,cg0703,621465.0,623036.0,+
cg0704,"hypothetical protein, conserved",0,BX927147,cg0704,623178.0,623621.0,+
cg0705,hypothetical protein,0,BX927147,cg0705,623739.0,623921.0,+
cg0706,"putative membrane protein, conserved ",0,BX927147,cg0706,623918.0,625096.0,-
cg0707,two component sensor kinase,cgtS7,BX927147,cg0707,625213.0,626403.0,+
cg0709,two component response regulator,cgtR7,BX927147,cg0709,626446.0,627138.0,+
cg0710,putative membrane protein,0,BX927147,cg0710,627138.0,627464.0,+
cg0711,putative membrane protein,0,BX927147,cg0711,627528.0,627971.0,-
cg0712,putative secreted protein,0,BX927147,cg0712,628035.0,629000.0,-
cg0713,"hypothetical protein, conserved",0,BX927147,cg0713,629224.0,630015.0,+
cg0714,putative polymerase involved in DNA repair,0,BX927147,cg0714,630012.0,631604.0,+
cg0715,putative secreted protein,0,BX927147,cg0715,631609.0,632247.0,-
cg0716,"hypothetical protein, conserved",0,BX927147,cg0716,632410.0,633273.0,+
cg0717,"putative lycopene elongase or prenyltransferase, terpenoid synthesis",crtEb (ubiA),BX927147,cg0717,633282.0,634145.0,-
cg0718,"C50 carotenoid ? cyclase, terpenoid synthesis",crtYf,BX927147,cg0718,634148.0,634540.0,-
cg0719,"C50 carotenoid ? cyclase, terpenoid synthesis",crtYe,BX927147,cg0719,634537.0,634986.0,-
cg0720,"phytoene dehydrogenase desaturase (EC:1.3.99.-), terpenoid synthesis",crtI,BX927147,cg0720,634990.0,636639.0,-
cg0721,"phytoene synthetase (EC:2.5.1.-), terpenoid synthesis",crtB,BX927147,cg0721,636636.0,637550.0,-
cg0722,"putative drug exporter, RND superfamily, terpenoid synthesis",0,BX927147,cg0722,637547.0,639739.0,-
cg0723,"geranylgeranyl-pyrophosphate sythase (EC:2.5.1.29), terpenoid synthesis",crtE,BX927147,cg0723,639775.0,640893.0,-
cg0725,"putative transcriptional regulator, MarR-family, deletion published,maybe involved in the regulation of carotinoid biosynthesis",0,BX927147,cg0725,641094.0,641672.0,+
cg0726,putative secreted lipoprotein,0,BX927147,cg0726,641690.0,642340.0,-
cg0727,putative nucleoside-diphosphate-sugar epimerase,0,BX927147,cg0727,642498.0,644021.0,+
cg0728,deoxyribodipyrimidine photolyase (EC:4.1.99.3),phr,BX927147,cg0728,644014.0,645420.0,-
cg0730,putative glycosyl transferase,0,BX927147,cg0730,645487.0,646242.0,+
cg0732,putative ABC transport system integral membrane subunit,0,BX927147,cg0732,646634.0,649051.0,-
cg0733,putative ABC transporter ATP-binding protein,0,BX927147,cg0733,649051.0,649719.0,-
cg0734,,,BX927147,cg0734,,,-
cg0735,"high affinity ABC-type methionine transporter, permease subunit (TC 3.A.1.24.1),",metI,BX927147,cg0735,649898.0,650575.0,-
cg0736,"high affinity ABC-type methionine transporter, ATPase subunit (TC 3.A.1.24.1)",metN,BX927147,cg0736,650572.0,651654.0,-
cg0737,"high affinity ABC-type methionine transporter,substrate-binding lipoprotein (TC 3.A.1.24.1)",metQ,BX927147,cg0737,651850.0,652749.0,-
cg0738,DNA polymerase III subunit ? (EC:2.7.7.7),dnaE2,BX927147,cg0738,652924.0,656076.0,+
cg0739,putative integral membrane protein,0,BX927147,cg0739,656095.0,656586.0,+
cg0740,putative membrane protein,0,BX927147,cg0740,656583.0,657998.0,+
cg0741,"Manganese dependent repressor of cg1623 (putative manganese transporter), DtxR-family",mntR,BX927147,cg0741,658008.0,658679.0,+
cg0742,putative integral membrane protein,0,BX927147,cg0742,658663.0,659457.0,-
cg0745,"putative NAD-dependent deacetylase, SIR2-family",0,BX927147,cg0745,659616.0,660392.0,+
cg0747,"putative cytidine and deoxycytidylate deaminase, conserved",0,BX927147,cg0747,660394.0,660888.0,+
cg0748,"putative ABC-type putative iron-siderophore transporter, substrate-binding lipoprotein",0,BX927147,cg0748,661004.0,662002.0,+
cg0749,putative tRNA/rRNA methyltransferase protein (EC:2.1.1.-),spoU,BX927147,cg0749,662108.0,662581.0,-
cg0750,"methylenetetrahydrofolate dehydrogenase, NADP+/methenyltetrahydrofolate cyclohydrolase (EC:3.5.4.9;1.5.1.5), can be replaced by fhs",folD,BX927147,cg0750,662627.0,663481.0,+
cg0751,putative membrane protein,0,BX927147,cg0751,663488.0,663838.0,+
cg0752,putative secreted or membrane protein,0,BX927147,cg0752,663840.0,665222.0,-
cg0753,putative secreted protein,0,BX927147,cg0753,665584.0,666549.0,-
cg0754,"homoserine O-acetyltransferase EC:2.3.1.31, loss causes methionine auxotrophy",metA (metX),BX927147,cg0754,666641.0,667774.0,-
cg0755,"O-acetylhomoserine sulfhydrylase EC:2.5.1.49, loss causes methionine auxotrophy",metY,BX927147,cg0755,667918.0,669231.0,-
cg0756,carbon starvation protein A,cstA,BX927147,cg0756,669663.0,671942.0,+
cg0757,"hypothetical protein, conserved",0,BX927147,cg0757,671946.0,672149.0,+
cg0758,hypothetical protein,0,BX927147,cg0758,672355.0,672474.0,+
cg0759,"2-methycitrate dehydratase, involved in propionate catabolism EC:4.2.1.79",prpD2,BX927147,cg0759,672615.0,674129.0,+
cg0760,"2-methylisocitrate lyase, involved in propionate catabolism EC:4.1.3.30",prpB2,BX927147,cg0760,674129.0,675052.0,+
cg0762,"2-methylcitrate synthase, involved in propionate catabolism EC:2.3.3.5,2.3.3.1",prpC2,BX927147,cg0762,675081.0,676232.0,+
cg0763,predicted malate/L-lactate dehydrogenase EC:1.1.1.37,mdh2 (mdhB),BX927147,cg0763,676552.0,677595.0,-
cg0764,"putative transcriptional regulator, GntR-family, binds to the ramA promoter",0,BX927147,cg0764,677688.0,678410.0,-
cg0765,putative secreted protein,0,BX927147,cg0765,678517.0,679221.0,-
cg0766,isocitrate dehydrogenase  (EC:1.1.1.42),icd,BX927147,cg0766,679301.0,681517.0,-
cg0767,putative cytoplasmic siderophore-interacting protein,0,BX927147,cg0767,681601.0,682500.0,-
cg0768,"putative iron-siderophore ABC transporter, ATP-binding protein",0,BX927147,cg0768,682510.0,683319.0,-
cg0769,"putative iron-siderophore ABC transporter, permease subunit",0,BX927147,cg0769,683316.0,684344.0,-
cg0770,"putative iron-siderophore ABC transporter, permease subunit",0,BX927147,cg0770,684341.0,685336.0,-
cg0771,"putative iron-siderophore ABC transporter, secreted siderophore-binding lipoprotein",irp1,BX927147,cg0771,685346.0,686398.0,-
cg0772,"putative sugar efflux permease, MFS-type",0,BX927147,cg0772,686582.0,687856.0,+
cg0773,putative exodeoxyribonuclease (EC:3.1.11.2),0,BX927147,cg0773,687908.0,688822.0,+
cg0774,putative membrane protein,0,BX927147,cg0774,688824.0,689483.0,+
cg0775,hypothetical protein,0,BX927147,cg0775,689620.0,689811.0,+
cg0776,"putative ABC-type iron-siderophore transporter, substrate-binding lipoprotein",0,BX927147,cg0776,690386.0,691363.0,-
cg0777,"putative ABC-type iron-siderophore transporter, ATPase subunit",0,BX927147,cg0777,691387.0,692169.0,-
cg0778,"putative ABC-type iron-siderophore transporter, permease subunit",0,BX927147,cg0778,692176.0,693195.0,-
cg0779,tryptophanyl-tRNA synthetase (EC:6.1.1.2),trpS,BX927147,cg0779,693355.0,694392.0,+
cg0780,"putative membrane protein, ribonuclease BN-like-family",0,BX927147,cg0780,694501.0,695586.0,+
cg0781,putative membrane protein,0,BX927147,cg0781,695645.0,696550.0,+
cg0782,D-alanyl-D-alanine carboxypeptidase (EC:3.4.16.4),pbp4 (dac),BX927147,cg0782,696547.0,697857.0,-
cg0783,"hypothetical protein, conserved",0,BX927147,cg0783,698239.0,699468.0,-
cg0784,putative cell wall-associated hydrolase,0,BX927147,cg0784,699535.0,700395.0,-
cg0785,hypothetical protein,0,BX927147,cg0785,700392.0,700655.0,-
cg0786,uracil phosphoribosyltransferase (EC:2.4.2.9),upp,BX927147,cg0786,700754.0,701389.0,+
cg0787,"putative transcriptional regulator, HTH_3-family",0,BX927147,cg0787,701471.0,701857.0,+
cg0788,"phosphoglucomutase/phosphomannomutase EC:5.4.2.2,5.4.2.8",pmmB,BX927147,cg0788,701854.0,703446.0,-
cg0789,putative N-acyl-L-amino acid amidohydrolase,amiA,BX927147,cg0789,703551.0,704738.0,+
cg0790,"dihydrolipoamide dehydrogenase, E3 subunit of PDHc/ODHc EC:1.8.1.4 ",lpdA,BX927147,cg0790,704878.0,706287.0,+
cg0791,pyruvate carboxylase (EC:6.4.1.1),pyc,BX927147,cg0791,706684.0,710106.0,+
cg0792,putative thioredoxin domain-containing protein,0,BX927147,cg0792,710312.0,711184.0,+
cg0793,putative secreted protein,0,BX927147,cg0793,711266.0,711754.0,+
cg0794,"putative P-loop GTPase of the COG0523-family, involved in zinc metabolism",yciC,BX927147,cg0794,711990.0,713078.0,-
cg0795,"putative FAD-dependent pyridine nucleotide-disulphide oxidoreductase, involved in zinc metabolism",0,BX927147,cg0795,713197.0,714123.0,+
cg0796,2-methylcitrate dehydratase,prpD1,BX927147,cg0796,714211.0,715707.0,+
cg0797,2-methylisocitrate lyase,prpB1,BX927147,cg0797,715704.0,716621.0,+
cg0798,2-methylcitrate synthase,prpC1,BX927147,cg0798,716614.0,717759.0,+
cg0799,"hypothetical protein, conserved",0,BX927147,cg0799,717756.0,718133.0,-
cg0800,"transcriptional activator of propionate catabolism, MerR/HTH_3-family",prpR,BX927147,cg0800,718157.0,719482.0,-
cg0801,hypothetical protein,0,BX927147,cg0801,719644.0,719826.0,+
cg0802,"biotin carboxylase and biotin carboxyl carrier protein EC:6.3.4.14,6.4.1.2,6.4",accBC,BX927147,cg0802,720050.0,721825.0,-
cg0803,thiosulfate sulfurtransferase (EC:2.8.1.1),thtR,BX927147,cg0803,722017.0,722922.0,-
cg0806,"hypothetical protein, conserved",0,BX927147,cg0806,723250.0,724317.0,+
cg0807,"hypothetical protein, conserved",0,BX927147,cg0807,724395.0,724811.0,-
cg0808,"putative lipopolysaccharide biosynthesis acyltransferase, conserved",wbpC,BX927147,cg0808,724885.0,727035.0,+
cg0809,putative septum formation protein Maf-like protein,maf,BX927147,cg0809,727342.0,727935.0,-
cg0810,"?-peptide of acetyl-CoA carboxylase, conserved",accE,BX927147,cg0810,727940.0,728188.0,-
cg0811,"acetyl/propionyl CoA carboxylase, ? chain (EC:6.4.1.3,6.3.1.3), mycolic acid biosythesis",dtsR2 (accD2),BX927147,cg0811,728212.0,729825.0,-
cg0812,"acetyl/propionyl-CoA carboxylase, ? chain (EC:6.4.1.2,6.4.1.3) mycolic acid biosythesis",dtsR1 (accD1),BX927147,cg0812,730166.0,731797.0,-
cg0814,biotin-protein ligase,birA,BX927147,cg0814,731966.0,732775.0,+
cg0815,putative membrane protein,0,BX927147,cg0815,732785.0,733273.0,+
cg0816,phosphoribosylaminoimidazole carboxylase,purK,BX927147,cg0816,733294.0,734493.0,+
cg0817,potassium K+ transporter,kup,BX927147,cg0817,734545.0,736419.0,+
cg0819,hypothetical protein,0,BX927147,cg0819,736457.0,736816.0,+
cg0820,phosphoribosylaminoimidazole carboxylase catalytic subunit,purE,BX927147,cg0820,736875.0,737372.0,+
cg0821,"hypothetical protein, conserved",0,BX927147,cg0821,737372.0,737827.0,+
cg0822,"hypothetical protein, conserved",0,BX927147,cg0822,737886.0,738680.0,+
cg0823,nitrilotriacetate monooxygenase component A (EC:1.14.13.-),ntaA,BX927147,cg0823,738686.0,740002.0,-
cg0824,transposase,tnp5a,BX927147,cg0824,740143.0,741645.0,-
cg0825,3-ketoacyl-acyl-carrier-protein reductase,fabG,BX927147,cg0825,741698.0,742489.0,-
cg0826,putative membrane protein,0,BX927147,cg0826,742870.0,743241.0,+
cg0828,putative dihydrofolate reductase,0,BX927147,cg0828,743288.0,743854.0,-
cg0829,"putative lactoylglutathione lyase or related lyase, glyoxylase-family, conserved",0,BX927147,cg0829,743882.0,744304.0,+
cg0830,putative membrane protein,0,BX927147,cg0830,744301.0,744525.0,-
cg0831,"trehalose uptake system, ABC-type, permease protein",tusG,BX927147,cg0831,744537.0,745373.0,-
cg0832,"trehalose uptake system, ABC-type, membrane spanning protein",tusF,BX927147,cg0832,745370.0,746404.0,-
cg0833,"putative membrane protein, involved in trehalose uptake, conserved",0,BX927147,cg0833,746516.0,746971.0,-
cg0834,"trehalose uptake system, ABC-type, bacterial extracellular solute-binding protein",tusE,BX927147,cg0834,747092.0,748366.0,-
cg0835,"trehalose uptake system, ABC-type, component",tusK (msiK2),BX927147,cg0835,748501.0,749499.0,-
cg0836,hypothetical protein,0,BX927147,cg0836,749586.0,749918.0,+
cg0837,hypothetical protein,0,BX927147,cg0837,749919.0,750290.0,+
cg0838,putative helicase,0,BX927147,cg0838,750356.0,755158.0,-
cg0839,hypothetical protein,0,BX927147,cg0839,755167.0,758868.0,-
cg0840,"hypothetical protein, conserved",0,BX927147,cg0840,759100.0,759753.0,-
cg0841,"hypothetical protein, conserved",0,BX927147,cg0841,759834.0,762269.0,-
cg0842,putative DNA helicase,0,BX927147,cg0842,762376.0,764676.0,-
cg0843,putative helicase,0,BX927147,cg0843,764707.0,771009.0,-
cg0844,"putative type II restriction enzyme, methylase subunit",0,BX927147,cg0844,771017.0,775615.0,-
cg0845,"putative superfamily II DNA/RNA helicase, SNF2-family",0,BX927147,cg0845,775620.0,778508.0,-
cg0847,transfers arabinogalactan onto peptidoglycan during cell wall biogenesis,lcpA,BX927147,cg0847,778628.0,780184.0,-
cg0848,putative rhamnosyl transferase WbbL,wbbL,BX927147,cg0848,780487.0,781386.0,+
cg0849,"GDP-mannose pyrophosphorylase, mannose-1-phosphate guanylyltransferase GDP EC:2.7.7.22",manC (rmlA2),BX927147,cg0849,781559.0,782647.0,+
cg0850,"trancriptional regulator, whiB homolog, involved in the early stages of cell division and fatty acid synthesis. ",whcD (whiB2),BX927147,cg0850,783037.0,783351.0,+
cg0851,hypothetical protein,0,BX927147,cg0851,783492.0,783635.0,+
cg0852,"hypothetical protein, conserved",0,BX927147,cg0852,783632.0,784090.0,-
cg0853,"hypothetical protein, conserved",0,BX927147,cg0853,784185.0,784577.0,+
cg0854,phosphomannomutase EC:5.4.2.8,manB (pmmA),BX927147,cg0854,784657.0,786033.0,+
cg0855,"hypothetical protein, conserved",0,BX927147,cg0855,786108.0,787115.0,+
cg0856,mannose-6-phosphate isomerase (EC:5.3.1.8),manA,BX927147,cg0856,787116.0,788300.0,+
cg0858,putative secreted protein,0,BX927147,cg0858,788640.0,789425.0,-
cg0859,"hypothetical protein, conserved",0,BX927147,cg0859,789669.0,790022.0,+
cg0860,"S-adenosyl-L-homocysteine hydrolase, Adenosylhomocysteinase EC:3.3.1.1, maybe involved in methionine synthesis; loss causes severe growth defects",sahH,BX927147,cg0860,790133.0,791569.0,+
cg0861,thymidylate kinase (EC:2.7.4.9),tmk,BX927147,cg0861,791569.0,792180.0,+
cg0862,"two component response regulator involved in cell wall metabolism, stress response and osmoregulation",mtrA,BX927147,cg0862,792205.0,792885.0,+
cg0864,"two component sensor kinase involved in cell wall metabolism, stress response and osmoregulation",mtrB,BX927147,cg0864,792985.0,794484.0,+
cg0865,putative secreted lipoprotein,0,BX927147,cg0865,794481.0,796187.0,+
cg0866,"putative purine/pyrimidine phosphoribosyl transferase, conserved",0,BX927147,cg0866,796187.0,796777.0,+
cg0867,putative ribosome-associated protein Y,psrp-1,BX927147,cg0867,796921.0,797586.0,+
cg0868,"preprotein translocase, essential",secA1,BX927147,cg0868,797723.0,800260.0,+
cg0869,hypothetical protein,0,BX927147,cg0869,800257.0,800640.0,-
cg0870,putative haloacid dehalogenase/epoxide hydrolase-family,0,BX927147,cg0870,800757.0,801167.0,+
cg0871,"hypothetical protein, conserved",0,BX927147,cg0871,801170.0,801676.0,+
cg0872,putative GTPase,0,BX927147,cg0872,801678.0,802667.0,-
cg0873,"3-phosphoshikimate 1-carboxyvinyltransferase (EC:2.5.1.19), essential",aroA,BX927147,cg0873,802660.0,803943.0,-
cg0874,"putative ACR, COG2135, conserved",0,BX927147,cg0874,803963.0,804604.0,+
cg0875,"hypothetical protein, conserved",0,BX927147,cg0875,804601.0,805713.0,-
cg0876,"RNA polymerase ?70 factor, ECF-family",sigH,BX927147,cg0876,805881.0,806501.0,+
cg0877,anti-?H factor,rshA,BX927147,cg0877,806504.0,806773.0,+
cg0878,"transcriptional regulator, positive role in survival under heat and oxidative stress, WhiB homolg",whcE (whiB1),BX927147,cg0878,807005.0,807265.0,-
cg0879,putative membrane protein,0,BX927147,cg0879,807797.0,808213.0,+
cg0880,putative secreted protein,0,BX927147,cg0880,808210.0,809412.0,-
cg0881,probable ATP-dependent RNA helicase protein,rhlE,BX927147,cg0881,809416.0,810690.0,-
cg0882,"hypothetical protein, conserved",0,BX927147,cg0882,810759.0,810986.0,+
cg0883,"putative secreted protein, conserved ",0,BX927147,cg0883,811001.0,811870.0,+
cg0884,"hypothetical protein, conserved",0,BX927147,cg0884,811878.0,812639.0,+
cg0885,"putative helicase, UvrD/Rep-family",0,BX927147,cg0885,812643.0,815693.0,+
cg0886,"putative DNA helicase II protein (EC:3.6.1.-), maybe involved in folate or lipopolysaccharide biosynthesis, Starch and sucrose metabolism",0,BX927147,cg0886,815686.0,818898.0,+
cg0887,"major potassium uptake system, essential for pH homeostasis and growth at acidic pH, VIC superfamily",cglK,BX927147,cg0887,818938.0,819999.0,+
cg0888,putative NTP pyrophosphohydrolase,0,BX927147,cg0888,819996.0,820712.0,+
cg0889,"putative DNA helicase RecQ (EC:3.6.1.-), maybe involved in folate or lipopolysaccharide biosynthesis, Starch and sucrose metabolism",0,BX927147,cg0889,820727.0,822763.0,+
cg0890,"hypothetical protein, conserved",0,BX927147,cg0890,822760.0,823560.0,-
cg0891,putative metal-dependent hydrolase,0,BX927147,cg0891,823639.0,824145.0,+
cg0892,hypothetical protein,0,BX927147,cg0892,824150.0,825577.0,-
cg0893,putative secreted protein containing a PDZ domain,0,BX927147,cg0893,825663.0,826715.0,+
cg0894,"putative secreted protein, conserved",0,BX927147,cg0894,826712.0,827389.0,-
cg0895,hypothetical protein,0,BX927147,cg0895,827466.0,827990.0,-
cg0896,putative membrane protein,0,BX927147,cg0896,828089.0,831046.0,+
cg0897,"pyridoxal phosphate biosynthesis transcriptional regulator, aminotransferase, GntR-family",pdxR,BX927147,cg0897,831097.0,832458.0,-
cg0898,pyridoxal 5-phosphate PLP synthase subunit,pdxS,BX927147,cg0898,832548.0,833447.0,+
cg0899,"pyridoxal 5-phosphate PLP synthase subunit, glutamine amidotransferase",pdxT,BX927147,cg0899,833444.0,834046.0,+
cg0900,putative membrane protein,0,BX927147,cg0900,834265.0,834630.0,-
cg0901,putative secreted protein,0,BX927147,cg0901,835045.0,836109.0,+
cg0902,hypothetical protein,0,BX927147,cg0902,836391.0,836864.0,+
cg0903,"hypothetical protein, conserved",0,BX927147,cg0903,836858.0,837313.0,+
cg0904,hypothetical protein,0,BX927147,cg0904,837563.0,837724.0,+
cg0905,putative secreted protein,psp2,BX927147,cg0905,838785.0,840368.0,+
cg0906,hypothetical protein,0,BX927147,cg0906,840398.0,840829.0,+
cg0907,hypothetical protein,0,BX927147,cg0907,840792.0,841106.0,+
cg0908,putative secreted protein,0,BX927147,cg0908,841103.0,841615.0,+
cg0909,hypothetical protein,0,BX927147,cg0909,841907.0,842077.0,-
cg0910,L-histidinol-phosphate phosphatase (EC:3.1.3.15),hisN,BX927147,cg0910,842987.0,843769.0,-
cg0911,putative inositol monophosphatase (EC:3.1.3.25),0,BX927147,cg0911,843776.0,844642.0,-
cg0913,peptide chain release factor 2 RF-2,prfB,BX927147,cg0913,844730.0,845836.0,+
cg0914,"cell division ATP-binding protein, FtsE-family",ftsE,BX927147,cg0914,845968.0,846657.0,+
cg0915,"putative cell division protein, FtsX-family",ftsX,BX927147,cg0915,846671.0,847573.0,+
cg0916,SsrA-binding protein,smpB,BX927147,cg0916,847610.0,848104.0,+
cg0918,putative uroporphyrin-III C-methyltransferase,0,BX927147,cg0918,848105.0,848458.0,+
cg0919,transposase,tnp18a,BX927147,cg0919,849198.0,849500.0,+
cg0921,putative cytoplasmic siderophore-interacting protein,0,BX927147,cg0921,849967.0,850794.0,-
cg0922,putative secreted siderophore-binding lipoprotein,0,BX927147,cg0922,850794.0,851714.0,-
cg0923,putative membrane protein,0,BX927147,cg0923,851879.0,852469.0,-
cg0924,"putative ABC-type putative iron-siderophore transporter, substrate-binding lipoprotein",0,BX927147,cg0924,852821.0,853837.0,+
cg0926,"putative putative iron-siderophore transporter, permease subunit",0,BX927147,cg0926,854088.0,855089.0,+
cg0927,"putative ABC-type putative iron-siderophore transporter, permease subunit",0,BX927147,cg0927,855076.0,856197.0,+
cg0928,"putative ABC-type putative iron-siderophore transporter, ATPase subunit",0,BX927147,cg0928,856194.0,856949.0,+
cg0931,"putative pyridoxal phosphate aminotransferase, AT class I (EC:2.6.1.1)",0,BX927147,cg0931,863063.0,864226.0,+
cg0932,putative membrane protein,0,BX927147,cg0932,864221.0,864862.0,-
cg0933,putative DNA or RNA helicase of superfamily II,0,BX927147,cg0933,864864.0,866537.0,-
cg0934,"hypothetical protein, conserved",0,BX927147,cg0934,866587.0,868788.0,-
cg0935,"hypothetical protein, conserved",0,BX927147,cg0935,868854.0,869045.0,+
cg0936,resuscitation promoting factor,rpf1,BX927147,cg0936,869271.0,869852.0,-
cg0938,cold shock protein,cspB,BX927147,cg0938,870409.0,870792.0,+
cg0939,putative secreted protein,0,BX927147,cg0939,870847.0,871374.0,-
cg0940,putative glutamine cyclotransferase (EC:2.3.2.5),0,BX927147,cg0940,871386.0,872162.0,-
cg0941,hypothetical protein,0,BX927147,cg0941,872189.0,872890.0,-
cg0944,"putative xanthine/uracil symporter, nucleobase:cation symporter-2 NCS2-family",0,BX927147,cg0944,873224.0,874684.0,+
cg0945,putative 23S ribosomal RNA methyltransferase,0,BX927147,cg0945,874684.0,875514.0,+
cg0946,"hypothetical protein, conserved",0,BX927147,cg0946,875537.0,876415.0,-
cg0947,"hypothetical protein, conserved",0,BX927147,cg0947,876419.0,877354.0,-
cg0948,"phosphoserine aminotransferase, AT class IV EC:2.6.1.52, loss causes serine-auxotrophic",serC,BX927147,cg0948,877453.0,878583.0,-
cg0949,citrate synthase (EC:2.3.3.1),gltA,BX927147,cg0949,879309.0,880622.0,+
cg0950,(FKBP)-type peptidyl-prolyl cis-trans isomerase (EC:5.2.1.8),fkpA,BX927147,cg0950,880747.0,881103.0,+
cg0951,acetyl-coenzyme A carboxylase carboxyl transferase (EC:6.4.1.2),accD3,BX927147,cg0951,881110.0,882552.0,-
cg0952,putative integral membrane protein,mctB,BX927147,cg0952,883118.0,883459.0,+
cg0953,monocarboxylic acid transporter,mctC,BX927147,cg0953,883466.0,885121.0,+
cg0954,putative secreted protein,0,BX927147,cg0954,885203.0,886015.0,+
cg0955,putative secreted protein,0,BX927147,cg0955,886017.0,886859.0,-
cg0957,"fatty acid synthase, Fas-I-type, non-essential  (EC:2.3.1.85)",fas-IB,BX927147,cg0957,887143.0,896052.0,+
cg0958,putative secreted protein,0,BX927147,cg0958,896174.0,896665.0,+
cg0960,hypothetical protein,0,BX927147,cg0960,896879.0,897067.0,+
cg0961,putative homoserine O-acetyltransferase,0,BX927147,cg0961,897064.0,898113.0,-
cg0962,putative secreted protein,0,BX927147,cg0962,898187.0,898615.0,-
cg0963,hypothetical protein,0,BX927147,cg0963,898894.0,899163.0,+
cg0964,mycoredoxin 1,mrx1,BX927147,cg0964,899195.0,899434.0,-
cg0965,dihydrofolate reductase (EC:1.5.1.3),folA,BX927147,cg0965,899447.0,899905.0,-
cg0966,thymidylate synthase (EC:2.1.1.45),thyA,BX927147,cg0966,899902.0,900702.0,-
cg0967,3-phosphoadenosine 5-phosphosulfate PAPS 3-phosphatase,cysQ,BX927147,cg0967,900721.0,901479.0,-
